Slice #,Xt,Yt
1,76.0869565217391,142.224080267559
1,76.6722408026756,141.638795986622
1,76.6722408026756,141.053511705686
1,77.2575250836121,140.468227424749
1,77.2575250836121,139.882943143813
1,77.8428093645485,139.297658862876
1,77.8428093645485,138.71237458194
1,78.428093645485,138.127090301003
1,78.428093645485,137.541806020067
1,79.0133779264214,136.95652173913
1,79.0133779264214,136.371237458194
1,79.0133779264214,135.785953177258
1,79.5986622073579,135.200668896321
1,79.5986622073579,134.615384615385
1,79.5986622073579,134.030100334448
1,79.5986622073579,133.444816053512
1,79.0133779264214,132.859531772575
1,79.5986622073579,132.274247491639
1,79.0133779264214,131.688963210702
1,79.0133779264214,131.103678929766
1,79.0133779264214,130.518394648829
1,79.0133779264214,129.933110367893
1,78.428093645485,129.347826086957
1,79.0133779264214,128.76254180602
1,78.428093645485,128.177257525084
1,79.0133779264214,127.591973244147
1,79.0133779264214,127.006688963211
1,79.5986622073579,126.421404682274
1,79.5986622073579,125.836120401338
1,80.1839464882943,125.250836120401
1,80.7692307692308,125.250836120401
1,81.3545150501672,124.665551839465
1,81.9397993311037,124.665551839465
1,82.5250836120401,125.250836120401
1,83.1103678929766,125.250836120401
1,83.695652173913,125.836120401338
1,84.2809364548495,126.421404682274
1,84.866220735786,127.006688963211
1,85.4515050167224,127.591973244147
1,85.4515050167224,128.177257525084
1,86.0367892976589,128.76254180602
1,86.0367892976589,129.347826086957
1,86.6220735785953,129.933110367893
1,87.2073578595318,130.518394648829
1,87.7926421404682,131.103678929766
1,88.3779264214047,131.688963210702
1,88.9632107023411,132.274247491639
1,89.5484949832776,132.859531772575
1,90.1337792642141,133.444816053512
1,90.7190635451505,134.030100334448
1,91.304347826087,134.030100334448
1,91.8896321070234,134.615384615385
1,92.4749163879599,135.200668896321
1,93.0602006688963,135.785953177258
1,93.6454849498328,136.371237458194
1,94.2307692307692,136.95652173913
1,94.8160535117057,137.541806020067
1,95.4013377926422,138.127090301003
1,95.4013377926422,138.71237458194
1,95.9866220735786,139.297658862876
1,96.5719063545151,139.882943143813
1,96.5719063545151,140.468227424749
1,96.5719063545151,141.053511705686
1,96.5719063545151,141.638795986622
1,95.9866220735786,142.224080267559
1,95.9866220735786,142.809364548495
1,95.4013377926422,143.394648829431
1,94.8160535117057,143.394648829431
1,94.2307692307692,143.979933110368
1,93.6454849498328,143.979933110368
1,93.0602006688963,144.565217391304
1,92.4749163879599,144.565217391304
1,91.8896321070234,144.565217391304
1,91.304347826087,145.150501672241
1,90.7190635451505,145.150501672241
1,90.1337792642141,145.735785953177
1,89.5484949832776,145.735785953177
1,88.9632107023411,145.735785953177
1,88.3779264214047,145.735785953177
1,87.7926421404682,146.321070234114
1,87.2073578595318,146.321070234114
1,86.6220735785953,146.321070234114
1,86.0367892976589,146.321070234114
1,85.4515050167224,146.321070234114
1,84.866220735786,145.735785953177
1,84.2809364548495,145.735785953177
1,83.695652173913,145.735785953177
1,83.1103678929766,145.735785953177
1,82.5250836120401,145.735785953177
1,81.9397993311037,145.735785953177
1,81.3545150501672,145.735785953177
1,80.7692307692308,146.321070234114
1,80.1839464882943,145.735785953177
1,79.5986622073579,145.735785953177
1,79.0133779264214,145.735785953177
1,78.428093645485,145.735785953177
1,77.8428093645485,145.735785953177
1,77.2575250836121,145.150501672241
1,76.6722408026756,144.565217391304
1,76.0869565217391,143.979933110368
1,76.0869565217391,143.394648829431
1,76.0869565217391,142.809364548495
1,76.0869565217391,142.224080267559
2,74.9163879598662,141.638795986622
2,75.5016722408027,141.053511705686
2,75.5016722408027,140.468227424749
2,75.5016722408027,139.882943143813
2,76.0869565217391,139.297658862876
2,76.0869565217391,138.71237458194
2,76.6722408026756,138.127090301003
2,77.2575250836121,137.541806020067
2,77.2575250836121,136.95652173913
2,77.8428093645485,136.371237458194
2,77.8428093645485,135.785953177258
2,78.428093645485,135.200668896321
2,78.428093645485,134.615384615385
2,78.428093645485,134.030100334448
2,79.0133779264214,133.444816053512
2,79.0133779264214,132.859531772575
2,79.0133779264214,132.274247491639
2,79.0133779264214,131.688963210702
2,79.0133779264214,131.103678929766
2,79.0133779264214,130.518394648829
2,79.0133779264214,129.933110367893
2,79.0133779264214,129.347826086957
2,79.0133779264214,128.76254180602
2,79.0133779264214,128.177257525084
2,79.0133779264214,127.591973244147
2,79.0133779264214,127.006688963211
2,79.5986622073579,126.421404682274
2,80.1839464882943,125.836120401338
2,80.7692307692308,125.250836120401
2,81.3545150501672,125.250836120401
2,81.9397993311037,125.250836120401
2,82.5250836120401,125.250836120401
2,83.1103678929766,125.836120401338
2,83.695652173913,126.421404682274
2,84.2809364548495,127.006688963211
2,84.866220735786,127.591973244147
2,85.4515050167224,128.177257525084
2,85.4515050167224,128.76254180602
2,86.0367892976589,129.347826086957
2,86.0367892976589,129.933110367893
2,86.6220735785953,130.518394648829
2,87.2073578595318,131.103678929766
2,87.7926421404682,131.688963210702
2,88.3779264214047,132.274247491639
2,88.9632107023411,132.859531772575
2,89.5484949832776,133.444816053512
2,90.1337792642141,133.444816053512
2,90.7190635451505,134.030100334448
2,91.304347826087,134.615384615385
2,91.8896321070234,135.200668896321
2,92.4749163879599,135.200668896321
2,93.0602006688963,135.785953177258
2,93.6454849498328,136.371237458194
2,93.6454849498328,136.95652173913
2,94.2307692307692,137.541806020067
2,94.8160535117057,138.127090301003
2,95.4013377926422,138.71237458194
2,95.9866220735786,139.297658862876
2,96.5719063545151,139.882943143813
2,96.5719063545151,140.468227424749
2,96.5719063545151,141.053511705686
2,96.5719063545151,141.638795986622
2,96.5719063545151,142.224080267559
2,95.9866220735786,142.809364548495
2,95.4013377926422,143.394648829431
2,94.8160535117057,143.979933110368
2,94.2307692307692,143.979933110368
2,93.6454849498328,144.565217391304
2,93.0602006688963,144.565217391304
2,92.4749163879599,144.565217391304
2,91.8896321070234,144.565217391304
2,91.304347826087,145.150501672241
2,90.7190635451505,145.150501672241
2,90.1337792642141,145.150501672241
2,89.5484949832776,145.150501672241
2,88.9632107023411,145.735785953177
2,88.3779264214047,145.735785953177
2,87.7926421404682,145.735785953177
2,87.2073578595318,145.735785953177
2,86.6220735785953,145.735785953177
2,86.0367892976589,145.735785953177
2,85.4515050167224,146.321070234114
2,84.866220735786,146.321070234114
2,84.2809364548495,146.321070234114
2,83.695652173913,146.321070234114
2,83.1103678929766,146.321070234114
2,82.5250836120401,146.321070234114
2,81.9397993311037,146.90635451505
2,81.3545150501672,146.90635451505
2,80.7692307692308,146.90635451505
2,80.1839464882943,146.90635451505
2,79.5986622073579,146.321070234114
2,79.0133779264214,146.321070234114
2,78.428093645485,146.321070234114
2,77.8428093645485,145.735785953177
2,77.2575250836121,145.735785953177
2,76.6722408026756,145.150501672241
2,76.0869565217391,144.565217391304
2,76.0869565217391,143.979933110368
2,75.5016722408027,143.394648829431
2,75.5016722408027,142.809364548495
2,75.5016722408027,142.224080267559
2,74.9163879598662,141.638795986622
3,76.0869565217391,141.638795986622
3,76.6722408026756,141.053511705686
3,76.6722408026756,140.468227424749
3,76.6722408026756,139.882943143813
3,76.6722408026756,139.297658862876
3,76.6722408026756,138.71237458194
3,77.2575250836121,138.127090301003
3,77.2575250836121,137.541806020067
3,77.2575250836121,136.95652173913
3,77.8428093645485,136.371237458194
3,77.8428093645485,135.785953177258
3,78.428093645485,135.200668896321
3,78.428093645485,134.615384615385
3,79.0133779264214,134.030100334448
3,79.0133779264214,133.444816053512
3,79.0133779264214,132.859531772575
3,79.5986622073579,132.274247491639
3,79.5986622073579,131.688963210702
3,79.5986622073579,131.103678929766
3,79.0133779264214,130.518394648829
3,79.5986622073579,129.933110367893
3,79.0133779264214,129.347826086957
3,79.5986622073579,128.76254180602
3,79.0133779264214,128.177257525084
3,79.5986622073579,127.591973244147
3,79.5986622073579,127.006688963211
3,79.5986622073579,126.421404682274
3,80.1839464882943,125.836120401338
3,80.7692307692308,125.250836120401
3,81.3545150501672,125.250836120401
3,81.9397993311037,125.250836120401
3,82.5250836120401,125.250836120401
3,83.1103678929766,125.836120401338
3,83.695652173913,126.421404682274
3,84.2809364548495,126.421404682274
3,84.866220735786,127.006688963211
3,85.4515050167224,127.591973244147
3,85.4515050167224,128.177257525084
3,86.0367892976589,128.76254180602
3,86.0367892976589,129.347826086957
3,86.6220735785953,129.933110367893
3,87.2073578595318,130.518394648829
3,87.2073578595318,131.103678929766
3,87.7926421404682,131.688963210702
3,88.3779264214047,131.688963210702
3,88.9632107023411,132.274247491639
3,89.5484949832776,132.859531772575
3,90.1337792642141,132.859531772575
3,90.7190635451505,132.859531772575
3,91.304347826087,133.444816053512
3,91.8896321070234,133.444816053512
3,92.4749163879599,134.030100334448
3,93.0602006688963,134.615384615385
3,93.6454849498328,135.200668896321
3,94.2307692307692,135.200668896321
3,94.2307692307692,135.785953177258
3,94.8160535117057,136.371237458194
3,95.4013377926422,136.95652173913
3,95.9866220735786,137.541806020067
3,96.5719063545151,138.127090301003
3,96.5719063545151,138.71237458194
3,97.1571906354515,139.297658862876
3,97.1571906354515,139.882943143813
3,96.5719063545151,140.468227424749
3,96.5719063545151,141.053511705686
3,95.9866220735786,141.638795986622
3,95.4013377926422,141.638795986622
3,94.8160535117057,142.224080267559
3,94.2307692307692,142.224080267559
3,93.6454849498328,142.809364548495
3,93.0602006688963,142.809364548495
3,92.4749163879599,143.394648829431
3,91.8896321070234,143.394648829431
3,91.304347826087,143.979933110368
3,90.7190635451505,143.979933110368
3,90.1337792642141,143.979933110368
3,89.5484949832776,143.979933110368
3,88.9632107023411,144.565217391304
3,88.3779264214047,144.565217391304
3,87.7926421404682,144.565217391304
3,87.2073578595318,144.565217391304
3,86.6220735785953,144.565217391304
3,86.0367892976589,144.565217391304
3,85.4515050167224,144.565217391304
3,84.866220735786,145.150501672241
3,84.2809364548495,145.150501672241
3,83.695652173913,145.150501672241
3,83.1103678929766,145.150501672241
3,82.5250836120401,145.150501672241
3,81.9397993311037,145.150501672241
3,81.3545150501672,145.150501672241
3,80.7692307692308,145.150501672241
3,80.1839464882943,145.150501672241
3,79.5986622073579,145.150501672241
3,79.0133779264214,145.150501672241
